Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah individu yang bekerja
SUMATERA BARAT,PASAMAN BARAT,1312,Kehutanan/ pertanian lainnya,340
SUMATERA BARAT,PASAMAN BARAT,1312,Pertambangan /penggalian,275
SUMATERA BARAT,PASAMAN BARAT,1312,Industri pengolahan,"1,024"
SUMATERA BARAT,PASAMAN BARAT,1312,Listrik dan gas,58
SUMATERA BARAT,PASAMAN BARAT,1312,Bangunan /konstruksi,"1,899"
SUMATERA BARAT,PASAMAN BARAT,1312,Perdagangan,"4,871"
SUMATERA BARAT,PASAMAN BARAT,1312,Hotel dan rumah makan,560
SUMATERA BARAT,PASAMAN BARAT,1312,Transportasi dan pergudangan,986
SUMATERA BARAT,PASAMAN BARAT,1312,Informasi & komunikasi,20
SUMATERA BARAT,PASAMAN BARAT,1312,Keuangan dan asuransi,43
SUMATERA BARAT,PASAMAN BARAT,1312,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",466
SUMATERA BARAT,PASAMAN BARAT,1312,Pemulung,"1,916"
SUMATERA BARAT,PASAMAN BARAT,1312,Lainnya,759
SUMATERA BARAT,KOTA PADANG,1371,Pertanian tanaman padi & palawija,"3,902"
SUMATERA BARAT,KOTA PADANG,1371,Hortikultura,236
SUMATERA BARAT,KOTA PADANG,1371,Perkebunan,441
SUMATERA BARAT,KOTA PADANG,1371,Perikanan Tangkap,"2,546"
SUMATERA BARAT,KOTA PADANG,1371,Perikanan Budidaya,94
SUMATERA BARAT,KOTA PADANG,1371,Peternakan,263
SUMATERA BARAT,KOTA PADANG,1371,Kehutanan/ pertanian lainnya,297
SUMATERA BARAT,KOTA PADANG,1371,Pertambangan /penggalian,526
SUMATERA BARAT,KOTA PADANG,1371,Industri pengolahan,"1,921"
SUMATERA BARAT,KOTA PADANG,1371,Listrik dan gas,218
SUMATERA BARAT,KOTA PADANG,1371,Bangunan /konstruksi,"9,860"
SUMATERA BARAT,KOTA PADANG,1371,Perdagangan,"12,589"
SUMATERA BARAT,KOTA PADANG,1371,Hotel dan rumah makan,"2,187"
SUMATERA BARAT,KOTA PADANG,1371,Transportasi dan pergudangan,"6,148"
SUMATERA BARAT,KOTA PADANG,1371,Informasi & komunikasi,180
SUMATERA BARAT,KOTA PADANG,1371,Keuangan dan asuransi,197
SUMATERA BARAT,KOTA PADANG,1371,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",571
SUMATERA BARAT,KOTA PADANG,1371,Pemulung,"11,595"
SUMATERA BARAT,KOTA PADANG,1371,Lainnya,"2,750"
SUMATERA BARAT,KOTA SOLOK,1372,Pertanian tanaman padi & palawija,501
SUMATERA BARAT,KOTA SOLOK,1372,Hortikultura,125
SUMATERA BARAT,KOTA SOLOK,1372,Perkebunan,203
SUMATERA BARAT,KOTA SOLOK,1372,Perikanan Tangkap,10
SUMATERA BARAT,KOTA SOLOK,1372,Perikanan Budidaya,1
SUMATERA BARAT,KOTA SOLOK,1372,Peternakan,23
SUMATERA BARAT,KOTA SOLOK,1372,Kehutanan/ pertanian lainnya,8
SUMATERA BARAT,KOTA SOLOK,1372,Pertambangan /penggalian,13
SUMATERA BARAT,KOTA SOLOK,1372,Industri pengolahan,149
SUMATERA BARAT,KOTA SOLOK,1372,Listrik dan gas,8
SUMATERA BARAT,KOTA SOLOK,1372,Bangunan /konstruksi,507
SUMATERA BARAT,KOTA SOLOK,1372,Perdagangan,882
SUMATERA BARAT,KOTA SOLOK,1372,Hotel dan rumah makan,53
SUMATERA BARAT,KOTA SOLOK,1372,Transportasi dan pergudangan,472
SUMATERA BARAT,KOTA SOLOK,1372,Informasi & komunikasi,10
SUMATERA BARAT,KOTA SOLOK,1372,Keuangan dan asuransi,19
SUMATERA BARAT,KOTA SOLOK,1372,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",24
SUMATERA BARAT,KOTA SOLOK,1372,Pemulung,651
SUMATERA BARAT,KOTA SOLOK,1372,Lainnya,84
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Pertanian tanaman padi & palawija,636
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Hortikultura,43
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Perkebunan,393
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Perikanan Tangkap,0
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Perikanan Budidaya,0
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Peternakan,82
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Kehutanan/ pertanian lainnya,17
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Pertambangan /penggalian,174
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Industri pengolahan,274
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Listrik dan gas,6
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Bangunan /konstruksi,237
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Perdagangan,291
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Hotel dan rumah makan,16
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Transportasi dan pergudangan,101
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Informasi & komunikasi,2
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Keuangan dan asuransi,4
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",22
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Pemulung,267
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Lainnya,30
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Pertanian tanaman padi & palawija,513
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Hortikultura,165
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Perkebunan,10
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Perikanan Tangkap,4
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Perikanan Budidaya,2
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Peternakan,38
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Kehutanan/ pertanian lainnya,21
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Pertambangan /penggalian,28
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Industri pengolahan,417
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Listrik dan gas,6
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Bangunan /konstruksi,272
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Perdagangan,686
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Hotel dan rumah makan,193
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Transportasi dan pergudangan,359
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Informasi & komunikasi,2
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Keuangan dan asuransi,12
SUMATERA BARAT,KOTA PADANG PANJANG,1374,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",87
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Pemulung,434
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Lainnya,11
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Pertanian tanaman padi & palawija,299
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Hortikultura,39
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Perkebunan,38
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Perikanan Tangkap,2
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Perikanan Budidaya,5
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Peternakan,15
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Kehutanan/ pertanian lainnya,2
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Pertambangan /penggalian,5
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Industri pengolahan,775
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Listrik dan gas,14
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Bangunan /konstruksi,729
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Perdagangan,"1,871"
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Hotel dan rumah makan,276
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Transportasi dan pergudangan,569
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Informasi & komunikasi,18
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Keuangan dan asuransi,17
SUMATERA BARAT,KOTA BUKITTINGGI,1375,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",100
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Pemulung,"1,099"
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Lainnya,68
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Pertanian tanaman padi & palawija,"2,051"
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Hortikultura,217
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Perkebunan,90
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Perikanan Tangkap,17
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Perikanan Budidaya,14
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Peternakan,399
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Kehutanan/ pertanian lainnya,22
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Pertambangan /penggalian,79
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Industri pengolahan,"1,507"
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Listrik dan gas,36
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Bangunan /konstruksi,"1,029"
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Perdagangan,"2,288"
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Hotel dan rumah makan,849
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Transportasi dan pergudangan,552
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Informasi & komunikasi,18
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Keuangan dan asuransi,30
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",98
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Pemulung,"1,613"
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Lainnya,118
SUMATERA BARAT,KOTA PARIAMAN,1377,Pertanian tanaman padi & palawija,930
SUMATERA BARAT,KOTA PARIAMAN,1377,Hortikultura,83
SUMATERA BARAT,KOTA PARIAMAN,1377,Perkebunan,160
SUMATERA BARAT,KOTA PARIAMAN,1377,Perikanan Tangkap,413
SUMATERA BARAT,KOTA PARIAMAN,1377,Perikanan Budidaya,6
SUMATERA BARAT,KOTA PARIAMAN,1377,Peternakan,89
SUMATERA BARAT,KOTA PARIAMAN,1377,Kehutanan/ pertanian lainnya,15
SUMATERA BARAT,KOTA PARIAMAN,1377,Pertambangan /penggalian,50
SUMATERA BARAT,KOTA PARIAMAN,1377,Industri pengolahan,"1,036"
SUMATERA BARAT,KOTA PARIAMAN,1377,Listrik dan gas,18
SUMATERA BARAT,KOTA PARIAMAN,1377,Bangunan /konstruksi,669
SUMATERA BARAT,KOTA PARIAMAN,1377,Perdagangan,"1,278"
SUMATERA BARAT,KOTA PARIAMAN,1377,Hotel dan rumah makan,587
SUMATERA BARAT,KOTA PARIAMAN,1377,Transportasi dan pergudangan,398
SUMATERA BARAT,KOTA PARIAMAN,1377,Informasi & komunikasi,10
SUMATERA BARAT,KOTA PARIAMAN,1377,Keuangan dan asuransi,15
SUMATERA BARAT,KOTA PARIAMAN,1377,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",56
SUMATERA BARAT,KOTA PARIAMAN,1377,Pemulung,"1,064"
SUMATERA BARAT,KOTA PARIAMAN,1377,Lainnya,43
RIAU,KUANTAN SINGINGI,1401,Pertanian tanaman padi & palawija,"1,730"
RIAU,KUANTAN SINGINGI,1401,Hortikultura,113
RIAU,KUANTAN SINGINGI,1401,Perkebunan,"16,191"
RIAU,KUANTAN SINGINGI,1401,Perikanan Tangkap,195
RIAU,KUANTAN SINGINGI,1401,Perikanan Budidaya,17
RIAU,KUANTAN SINGINGI,1401,Peternakan,80
RIAU,KUANTAN SINGINGI,1401,Kehutanan/ pertanian lainnya,174
RIAU,KUANTAN SINGINGI,1401,Pertambangan /penggalian,"1,219"
RIAU,KUANTAN SINGINGI,1401,Industri pengolahan,397
RIAU,KUANTAN SINGINGI,1401,Listrik dan gas,23
RIAU,KUANTAN SINGINGI,1401,Bangunan /konstruksi,"1,022"
RIAU,KUANTAN SINGINGI,1401,Perdagangan,"1,618"
RIAU,KUANTAN SINGINGI,1401,Hotel dan rumah makan,55
RIAU,KUANTAN SINGINGI,1401,Transportasi dan pergudangan,314
RIAU,KUANTAN SINGINGI,1401,Informasi & komunikasi,13
RIAU,KUANTAN SINGINGI,1401,Keuangan dan asuransi,31
RIAU,KUANTAN SINGINGI,1401,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",135
RIAU,KUANTAN SINGINGI,1401,Pemulung,"1,478"
RIAU,KUANTAN SINGINGI,1401,Lainnya,562
RIAU,INDRAGIRI HULU,1402,Pertanian tanaman padi & palawija,"3,347"
RIAU,INDRAGIRI HULU,1402,Hortikultura,665
RIAU,INDRAGIRI HULU,1402,Perkebunan,"28,193"
RIAU,INDRAGIRI HULU,1402,Perikanan Tangkap,760
RIAU,INDRAGIRI HULU,1402,Perikanan Budidaya,35
RIAU,INDRAGIRI HULU,1402,Peternakan,188
RIAU,INDRAGIRI HULU,1402,Kehutanan/ pertanian lainnya,498
RIAU,INDRAGIRI HULU,1402,Pertambangan /penggalian,890
RIAU,INDRAGIRI HULU,1402,Industri pengolahan,885
RIAU,INDRAGIRI HULU,1402,Listrik dan gas,101
RIAU,INDRAGIRI HULU,1402,Bangunan /konstruksi,"2,412"
RIAU,INDRAGIRI HULU,1402,Perdagangan,"4,060"
RIAU,INDRAGIRI HULU,1402,Hotel dan rumah makan,198
RIAU,INDRAGIRI HULU,1402,Transportasi dan pergudangan,"1,180"
RIAU,INDRAGIRI HULU,1402,Informasi & komunikasi,69
RIAU,INDRAGIRI HULU,1402,Keuangan dan asuransi,91
RIAU,INDRAGIRI HULU,1402,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",682
RIAU,INDRAGIRI HULU,1402,Pemulung,"3,234"
RIAU,INDRAGIRI HULU,1402,Lainnya,"2,600"
RIAU,INDRAGIRI HILIR,1403,Pertanian tanaman padi & palawija,"5,434"
RIAU,INDRAGIRI HILIR,1403,Hortikultura,202
RIAU,INDRAGIRI HILIR,1403,Perkebunan,"32,934"
RIAU,INDRAGIRI HILIR,1403,Perikanan Tangkap,"3,516"
RIAU,INDRAGIRI HILIR,1403,Perikanan Budidaya,18
RIAU,INDRAGIRI HILIR,1403,Peternakan,50
RIAU,INDRAGIRI HILIR,1403,Kehutanan/ pertanian lainnya,502
RIAU,INDRAGIRI HILIR,1403,Pertambangan /penggalian,53
RIAU,INDRAGIRI HILIR,1403,Industri pengolahan,"2,091"
RIAU,INDRAGIRI HILIR,1403,Listrik dan gas,44
RIAU,INDRAGIRI HILIR,1403,Bangunan /konstruksi,"2,231"
RIAU,INDRAGIRI HILIR,1403,Perdagangan,"2,298"
RIAU,INDRAGIRI HILIR,1403,Hotel dan rumah makan,152
RIAU,INDRAGIRI HILIR,1403,Transportasi dan pergudangan,"1,186"
RIAU,INDRAGIRI HILIR,1403,Informasi & komunikasi,9
RIAU,INDRAGIRI HILIR,1403,Keuangan dan asuransi,9
RIAU,INDRAGIRI HILIR,1403,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",150
RIAU,INDRAGIRI HILIR,1403,Pemulung,"2,791"
RIAU,INDRAGIRI HILIR,1403,Lainnya,"3,875"
RIAU,PELALAWAN,1404,Pertanian tanaman padi & palawija,935
RIAU,PELALAWAN,1404,Hortikultura,96
RIAU,PELALAWAN,1404,Perkebunan,"17,424"
RIAU,PELALAWAN,1404,Perikanan Tangkap,"1,033"
RIAU,PELALAWAN,1404,Perikanan Budidaya,10
RIAU,PELALAWAN,1404,Peternakan,76
RIAU,PELALAWAN,1404,Kehutanan/ pertanian lainnya,543
RIAU,PELALAWAN,1404,Pertambangan /penggalian,30
RIAU,PELALAWAN,1404,Industri pengolahan,855
RIAU,PELALAWAN,1404,Listrik dan gas,46
RIAU,PELALAWAN,1404,Bangunan /konstruksi,"1,233"
RIAU,PELALAWAN,1404,Perdagangan,"1,734"
RIAU,PELALAWAN,1404,Hotel dan rumah makan,96
RIAU,PELALAWAN,1404,Transportasi dan pergudangan,880
RIAU,PELALAWAN,1404,Informasi & komunikasi,9
RIAU,PELALAWAN,1404,Keuangan dan asuransi,16
RIAU,PELALAWAN,1404,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",263
RIAU,PELALAWAN,1404,Pemulung,966
RIAU,PELALAWAN,1404,Lainnya,"1,480"
RIAU,S I A K,1405,Pertanian tanaman padi & palawija,"1,540"
RIAU,S I A K,1405,Hortikultura,137
RIAU,S I A K,1405,Perkebunan,"12,450"
RIAU,S I A K,1405,Perikanan Tangkap,367
RIAU,S I A K,1405,Perikanan Budidaya,12
RIAU,S I A K,1405,Peternakan,110
RIAU,S I A K,1405,Kehutanan/ pertanian lainnya,366
RIAU,S I A K,1405,Pertambangan /penggalian,136
RIAU,S I A K,1405,Industri pengolahan,"1,487"
RIAU,S I A K,1405,Listrik dan gas,64
RIAU,S I A K,1405,Bangunan /konstruksi,"2,178"
RIAU,S I A K,1405,Perdagangan,"2,195"
RIAU,S I A K,1405,Hotel dan rumah makan,105
RIAU,S I A K,1405,Transportasi dan pergudangan,875
RIAU,S I A K,1405,Informasi & komunikasi,20
RIAU,S I A K,1405,Keuangan dan asuransi,28
RIAU,S I A K,1405,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",278
RIAU,S I A K,1405,Pemulung,"2,264"
RIAU,S I A K,1405,Lainnya,"3,041"
RIAU,KAMPAR,1406,Pertanian tanaman padi & palawija,"3,673"
RIAU,KAMPAR,1406,Hortikultura,848
RIAU,KAMPAR,1406,Perkebunan,"39,984"
RIAU,KAMPAR,1406,Perikanan Tangkap,"1,167"
RIAU,KAMPAR,1406,Perikanan Budidaya,200
RIAU,KAMPAR,1406,Peternakan,501
RIAU,KAMPAR,1406,Kehutanan/ pertanian lainnya,719
RIAU,KAMPAR,1406,Pertambangan /penggalian,794
RIAU,KAMPAR,1406,Industri pengolahan,"1,367"
RIAU,KAMPAR,1406,Listrik dan gas,130
RIAU,KAMPAR,1406,Bangunan /konstruksi,"4,156"
RIAU,KAMPAR,1406,Perdagangan,"6,962"
RIAU,KAMPAR,1406,Hotel dan rumah makan,453
RIAU,KAMPAR,1406,Transportasi dan pergudangan,"2,003"
RIAU,KAMPAR,1406,Informasi & komunikasi,58
RIAU,KAMPAR,1406,Keuangan dan asuransi,98
RIAU,KAMPAR,1406,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",913
RIAU,KAMPAR,1406,Pemulung,"4,581"
RIAU,KAMPAR,1406,Lainnya,"5,057"
RIAU,ROKAN HULU,1407,Pertanian tanaman padi & palawija,"2,424"
RIAU,ROKAN HULU,1407,Hortikultura,252
RIAU,ROKAN HULU,1407,Perkebunan,"23,058"
RIAU,ROKAN HULU,1407,Perikanan Tangkap,786
RIAU,ROKAN HULU,1407,Perikanan Budidaya,23
RIAU,ROKAN HULU,1407,Peternakan,202
RIAU,ROKAN HULU,1407,Kehutanan/ pertanian lainnya,163
RIAU,ROKAN HULU,1407,Pertambangan /penggalian,187
RIAU,ROKAN HULU,1407,Industri pengolahan,371
RIAU,ROKAN HULU,1407,Listrik dan gas,45
RIAU,ROKAN HULU,1407,Bangunan /konstruksi,"1,498"
RIAU,ROKAN HULU,1407,Perdagangan,"3,073"
RIAU,ROKAN HULU,1407,Hotel dan rumah makan,86
RIAU,ROKAN HULU,1407,Transportasi dan pergudangan,752
RIAU,ROKAN HULU,1407,Informasi & komunikasi,35
RIAU,ROKAN HULU,1407,Keuangan dan asuransi,98
RIAU,ROKAN HULU,1407,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",423
RIAU,ROKAN HULU,1407,Pemulung,"2,289"
RIAU,ROKAN HULU,1407,Lainnya,"1,182"
RIAU,BENGKALIS,1408,Pertanian tanaman padi & palawija,"1,485"
RIAU,BENGKALIS,1408,Hortikultura,136
RIAU,BENGKALIS,1408,Perkebunan,"20,872"
RIAU,BENGKALIS,1408,Perikanan Tangkap,"2,766"
RIAU,BENGKALIS,1408,Perikanan Budidaya,20
RIAU,BENGKALIS,1408,Peternakan,240
RIAU,BENGKALIS,1408,Kehutanan/ pertanian lainnya,670
RIAU,BENGKALIS,1408,Pertambangan /penggalian,398
RIAU,BENGKALIS,1408,Industri pengolahan,"1,094"
RIAU,BENGKALIS,1408,Listrik dan gas,57
RIAU,BENGKALIS,1408,Bangunan /konstruksi,"3,797"
RIAU,BENGKALIS,1408,Perdagangan,"2,231"
RIAU,BENGKALIS,1408,Hotel dan rumah makan,345
RIAU,BENGKALIS,1408,Transportasi dan pergudangan,832
RIAU,BENGKALIS,1408,Informasi & komunikasi,27
RIAU,BENGKALIS,1408,Keuangan dan asuransi,35
RIAU,BENGKALIS,1408,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",288
RIAU,BENGKALIS,1408,Pemulung,"3,140"
RIAU,BENGKALIS,1408,Lainnya,"2,658"
RIAU,ROKAN HILIR,1409,Pertanian tanaman padi & palawija,"5,051"
RIAU,ROKAN HILIR,1409,Hortikultura,271
RIAU,ROKAN HILIR,1409,Perkebunan,"26,149"
RIAU,ROKAN HILIR,1409,Perikanan Tangkap,"7,343"
RIAU,ROKAN HILIR,1409,Perikanan Budidaya,98
RIAU,ROKAN HILIR,1409,Peternakan,142
RIAU,ROKAN HILIR,1409,Kehutanan/ pertanian lainnya,871
RIAU,ROKAN HILIR,1409,Pertambangan /penggalian,194
RIAU,ROKAN HILIR,1409,Industri pengolahan,955
RIAU,ROKAN HILIR,1409,Listrik dan gas,106
RIAU,ROKAN HILIR,1409,Bangunan /konstruksi,"3,594"
RIAU,ROKAN HILIR,1409,Perdagangan,"3,870"
RIAU,ROKAN HILIR,1409,Hotel dan rumah makan,196
RIAU,ROKAN HILIR,1409,Transportasi dan pergudangan,"1,189"
RIAU,ROKAN HILIR,1409,Informasi & komunikasi,32
RIAU,ROKAN HILIR,1409,Keuangan dan asuransi,28
RIAU,ROKAN HILIR,1409,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",665
RIAU,ROKAN HILIR,1409,Pemulung,"3,737"
RIAU,ROKAN HILIR,1409,Lainnya,"7,187"
RIAU,KEPULAUAN MERANTI,1410,Pertanian tanaman padi & palawija,617
RIAU,KEPULAUAN MERANTI,1410,Hortikultura,199
RIAU,KEPULAUAN MERANTI,1410,Perkebunan,"18,663"
RIAU,KEPULAUAN MERANTI,1410,Perikanan Tangkap,"2,992"
RIAU,KEPULAUAN MERANTI,1410,Perikanan Budidaya,27
RIAU,KEPULAUAN MERANTI,1410,Peternakan,107
RIAU,KEPULAUAN MERANTI,1410,Kehutanan/ pertanian lainnya,"2,569"
RIAU,KEPULAUAN MERANTI,1410,Pertambangan /penggalian,55
RIAU,KEPULAUAN MERANTI,1410,Industri pengolahan,"1,028"
RIAU,KEPULAUAN MERANTI,1410,Listrik dan gas,43
RIAU,KEPULAUAN MERANTI,1410,Bangunan /konstruksi,"4,136"
RIAU,KEPULAUAN MERANTI,1410,Perdagangan,"2,077"
RIAU,KEPULAUAN MERANTI,1410,Hotel dan rumah makan,246
RIAU,KEPULAUAN MERANTI,1410,Transportasi dan pergudangan,"1,369"
RIAU,KEPULAUAN MERANTI,1410,Informasi & komunikasi,34
RIAU,KEPULAUAN MERANTI,1410,Keuangan dan asuransi,28
RIAU,KEPULAUAN MERANTI,1410,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",812
RIAU,KEPULAUAN MERANTI,1410,Pemulung,"2,084"
RIAU,KEPULAUAN MERANTI,1410,Lainnya,"4,198"
RIAU,KOTA PEKANBARU,1471,Pertanian tanaman padi & palawija,467
RIAU,KOTA PEKANBARU,1471,Hortikultura,613
RIAU,KOTA PEKANBARU,1471,Perkebunan,944
RIAU,KOTA PEKANBARU,1471,Perikanan Tangkap,161
RIAU,KOTA PEKANBARU,1471,Perikanan Budidaya,58
RIAU,KOTA PEKANBARU,1471,Peternakan,355
RIAU,KOTA PEKANBARU,1471,Kehutanan/ pertanian lainnya,153
RIAU,KOTA PEKANBARU,1471,Pertambangan /penggalian,179
RIAU,KOTA PEKANBARU,1471,Industri pengolahan,"3,230"
RIAU,KOTA PEKANBARU,1471,Listrik dan gas,252
RIAU,KOTA PEKANBARU,1471,Bangunan /konstruksi,"6,440"
RIAU,KOTA PEKANBARU,1471,Perdagangan,"8,910"
RIAU,KOTA PEKANBARU,1471,Hotel dan rumah makan,"1,106"
RIAU,KOTA PEKANBARU,1471,Transportasi dan pergudangan,"2,879"
RIAU,KOTA PEKANBARU,1471,Informasi & komunikasi,174
RIAU,KOTA PEKANBARU,1471,Keuangan dan asuransi,153
RIAU,KOTA PEKANBARU,1471,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",311
RIAU,KOTA PEKANBARU,1471,Pemulung,"9,940"
RIAU,KOTA PEKANBARU,1471,Lainnya,"1,387"
RIAU,KOTA DUMAI,1473,Pertanian tanaman padi & palawija,472
RIAU,KOTA DUMAI,1473,Hortikultura,514
RIAU,KOTA DUMAI,1473,Perkebunan,"4,570"
RIAU,KOTA DUMAI,1473,Perikanan Tangkap,164
RIAU,KOTA DUMAI,1473,Perikanan Budidaya,10
RIAU,KOTA DUMAI,1473,Peternakan,276
RIAU,KOTA DUMAI,1473,Kehutanan/ pertanian lainnya,188
RIAU,KOTA DUMAI,1473,Pertambangan /penggalian,75
RIAU,KOTA DUMAI,1473,Industri pengolahan,"1,160"
RIAU,KOTA DUMAI,1473,Listrik dan gas,55
RIAU,KOTA DUMAI,1473,Bangunan /konstruksi,"2,980"
RIAU,KOTA DUMAI,1473,Perdagangan,"2,757"
RIAU,KOTA DUMAI,1473,Hotel dan rumah makan,508
RIAU,KOTA DUMAI,1473,Transportasi dan pergudangan,"2,026"
RIAU,KOTA DUMAI,1473,Informasi & komunikasi,65
RIAU,KOTA DUMAI,1473,Keuangan dan asuransi,41
RIAU,KOTA DUMAI,1473,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",137
RIAU,KOTA DUMAI,1473,Pemulung,"3,718"
RIAU,KOTA DUMAI,1473,Lainnya,"1,071"
JAMBI,KERINCI,1501,Pertanian tanaman padi & palawija,"15,694"
JAMBI,KERINCI,1501,Hortikultura,"9,670"
JAMBI,KERINCI,1501,Perkebunan,"5,802"
JAMBI,KERINCI,1501,Perikanan Tangkap,378
JAMBI,KERINCI,1501,Perikanan Budidaya,15
JAMBI,KERINCI,1501,Peternakan,364
JAMBI,KERINCI,1501,Kehutanan/ pertanian lainnya,74
JAMBI,KERINCI,1501,Pertambangan /penggalian,174
JAMBI,KERINCI,1501,Industri pengolahan,372
